"id","n","NNE","TYPE"
230,"500",3.47617973644912,"IV"
231,"500",4.81044296369549,"IV"
232,"500",3.66541779497284,"IV"
233,"500",3.17057933916629,"IV"
234,"500",3.21351978951228,"IV"
235,"500",3.28539470426743,"IV"
236,"500",3.37671289245443,"IV"
237,"500",3.33253452544469,"IV"
238,"500",6.11384003441472,"IV"
239,"500",2.56006849896632,"IV"
240,"500",3.60324430328043,"IV"
241,"500",2.9192040704407,"IV"
242,"500",3.53529305662671,"IV"
243,"500",4.00661897216827,"IV"
244,"500",3.16505361657055,"IV"
245,"500",4.57499642002088,"IV"
246,"500",3.30950207271291,"IV"
247,"500",3.58440893718109,"IV"
248,"500",2.5954378906059,"IV"
249,"500",2.79604837256717,"IV"
250,"500",3.50464018608513,"IV"
251,"500",3.03656487089849,"IV"
252,"500",3.75426942093173,"IV"
253,"500",2.97372660817787,"IV"
254,"500",3.24981017471515,"IV"
255,"500",2.91852679197768,"IV"
256,"500",2.86030938883635,"IV"
257,"500",2.81144805725343,"IV"
258,"500",3.80335952322759,"IV"
259,"500",5.56127408424803,"IV"
260,"500",3.2499194160898,"IV"
261,"500",3.32450734160977,"IV"
262,"500",2.7818394077671,"IV"
263,"500",3.58128407112576,"IV"
264,"500",2.82190719999957,"IV"
265,"500",3.64150611998907,"IV"
266,"500",3.37923619231982,"IV"
267,"500",3.80381017775422,"IV"
268,"500",2.6463842465407,"IV"
269,"500",4.15937238972829,"IV"
270,"500",2.51111570854705,"IV"
271,"500",4.12556539480418,"IV"
272,"500",3.60093375634908,"IV"
273,"500",5.95264045809198,"IV"
274,"500",4.8819765965621,"IV"
275,"500",4.36825652684022,"IV"
276,"500",3.39799262543955,"IV"
277,"500",2.89565336446484,"IV"
278,"500",3.1738570753157,"IV"
279,"500",3.63993024294216,"IV"
280,"500",3.04733879452649,"IV"
281,"500",3.81275477183883,"IV"
282,"500",2.89016016489318,"IV"
283,"500",2.68928689285503,"IV"
284,"500",3.34327594090362,"IV"
285,"500",3.34085108219327,"IV"
286,"500",3.2977929213608,"IV"
287,"500",3.1359133547374,"IV"
288,"500",3.48386942091432,"IV"
289,"500",3.25547216240982,"IV"
290,"500",6.87980524183111,"IV"
291,"500",4.77096722221599,"IV"
292,"500",4.03659108724423,"IV"
293,"500",3.27661798971041,"IV"
294,"500",3.05617084667026,"IV"
295,"500",4.28041594414986,"IV"
296,"500",3.67655155302172,"IV"
297,"500",2.95431678760816,"IV"
298,"500",4.35356551420049,"IV"
299,"500",3.071159846656,"IV"
300,"500",4.38009445824988,"IV"
301,"500",2.84322689330109,"IV"
302,"500",8.31741081420625,"IV"
303,"500",4.11562093140315,"IV"
304,"500",3.78248246688993,"IV"
305,"500",2.43415113217176,"IV"
306,"500",2.71754133127146,"IV"
307,"500",2.8801837978125,"IV"
308,"500",3.3563570812153,"IV"
309,"500",3.13880388919616,"IV"
310,"500",2.33797443815076,"IV"
311,"500",3.84648447224087,"IV"
312,"500",4.72019611694973,"IV"
313,"500",3.72855857083952,"IV"
314,"500",2.72691826678181,"IV"
315,"500",3.01151634907547,"IV"
316,"500",6.60172943116343,"IV"
317,"500",2.88070311197404,"IV"
318,"500",4.41244983810241,"IV"
319,"500",3.60254004252663,"IV"
320,"500",2.88063739695251,"IV"
321,"500",3.15942787373762,"IV"
322,"500",4.0542561405818,"IV"
323,"500",3.50042235615151,"IV"
324,"500",5.52617348638362,"IV"
325,"500",3.73559673715347,"IV"
326,"500",3.71054578123173,"IV"
327,"500",4.04403102911842,"IV"
328,"500",3.09303052473772,"IV"
329,"500",4.06118009692683,"IV"
330,"500",2.52521798722778,"IV"
331,"500",6.08826851187913,"IV"
332,"500",4.25321328447611,"IV"
333,"500",2.86271154002571,"IV"
334,"500",3.37431141057164,"IV"
335,"500",3.10075012114542,"IV"
336,"500",3.07523640475108,"IV"
337,"500",3.51019497623646,"IV"
338,"500",3.61656739548618,"IV"
339,"500",2.84162593743749,"IV"
340,"500",4.87839650359328,"IV"
341,"500",4.04895853807621,"IV"
342,"500",3.30275263784581,"IV"
343,"500",3.35023512447152,"IV"
344,"500",3.46455854561688,"IV"
345,"500",4.83505993683927,"IV"
346,"500",4.62897687245955,"IV"
347,"500",3.05830575133603,"IV"
348,"500",3.37540061110137,"IV"
349,"500",4.18279097552734,"IV"
350,"500",3.13006969155057,"IV"
351,"500",3.02109543970243,"IV"
352,"500",2.44776930079395,"IV"
353,"500",3.24511729077493,"IV"
354,"500",3.71166572066016,"IV"
355,"500",3.09109342210355,"IV"
356,"500",3.83472083399363,"IV"
357,"500",3.82818164571044,"IV"
358,"500",3.24617751051845,"IV"
359,"500",4.12649905566798,"IV"
360,"500",3.2943881450064,"IV"
361,"500",3.22900455307305,"IV"
362,"500",4.72362694697169,"IV"
363,"500",5.319231168001,"IV"
364,"500",3.77866029920243,"IV"
365,"500",3.40488450332124,"IV"
366,"500",2.9353693833654,"IV"
367,"500",4.31583573958644,"IV"
368,"500",2.78357253054714,"IV"
369,"500",2.71034905458395,"IV"
370,"500",3.67436396942254,"IV"
371,"500",3.28079352641774,"IV"
372,"500",3.29721485498322,"IV"
373,"500",4.38591151655778,"IV"
374,"500",5.88251304979965,"IV"
375,"500",3.51783818836608,"IV"
376,"500",3.45359793748847,"IV"
377,"500",2.690844510867,"IV"
378,"500",3.27123257753673,"IV"
379,"500",2.55143648657265,"IV"
380,"500",3.68711468974463,"IV"
381,"500",5.40892389796794,"IV"
382,"500",4.33777330128514,"IV"
383,"500",2.29916632586671,"IV"
384,"500",3.52046593193472,"IV"
385,"500",3.49941229598004,"IV"
386,"500",2.65531794144902,"IV"
387,"500",3.17252574388529,"IV"
388,"500",2.69173357026122,"IV"
389,"500",3.30509601444679,"IV"
390,"500",4.49604294793812,"IV"
391,"500",3.6069747863104,"IV"
392,"500",2.97590113794444,"IV"
393,"500",4.46007325547481,"IV"
394,"500",3.29379373498947,"IV"
395,"500",3.26322814090553,"IV"
396,"500",2.96436791158214,"IV"
397,"500",3.33101670030721,"IV"
398,"500",3.56338999991912,"IV"
399,"500",3.35433366454257,"IV"
400,"500",3.32811645520247,"IV"
401,"500",3.61641372256975,"IV"
402,"500",4.06519441586787,"IV"
403,"500",3.32752603265156,"IV"
404,"500",4.33526309683583,"IV"
405,"500",4.18585192940291,"IV"
406,"500",4.21313718173326,"IV"
407,"500",3.4500381343475,"IV"
408,"500",2.8988235676815,"IV"
409,"500",3.10418228605018,"IV"
410,"500",3.86777348234613,"IV"
411,"500",5.80696115244089,"IV"
412,"500",4.37258305957377,"IV"
413,"500",4.22416628876644,"IV"
414,"500",2.30093044902421,"IV"
415,"500",10.0256832967954,"IV"
416,"500",2.98981662216142,"IV"
417,"500",5.06890080589473,"IV"
418,"500",3.68063770595469,"IV"
419,"500",4.22585065695089,"IV"
420,"500",3.10532484783658,"IV"
421,"500",3.64347352770254,"IV"
422,"500",3.45115896697888,"IV"
423,"500",2.80454717795587,"IV"
424,"500",3.41533069770978,"IV"
425,"500",5.99735802902173,"IV"
426,"500",2.58235057867342,"IV"
427,"500",2.93937748685196,"IV"
428,"500",3.33964467897639,"IV"
429,"500",2.75544943857829,"IV"
430,"500",3.89133298653708,"IV"
431,"500",3.48340124997961,"IV"
432,"500",3.65623560579269,"IV"
433,"500",3.61649214949629,"IV"
434,"500",3.00414453575795,"IV"
435,"500",3.22543150931232,"IV"
436,"500",3.83920049261026,"IV"
437,"500",3.54209513548638,"IV"
438,"500",2.61253072710669,"IV"
439,"500",3.51474778404203,"IV"
440,"500",2.68257049486323,"IV"
441,"500",3.79144322099299,"IV"
442,"500",5.19360320076093,"IV"
443,"500",2.79333092622416,"IV"
444,"500",3.27842822384843,"IV"
445,"500",3.52009313797877,"IV"
446,"500",4.67536638425817,"IV"
447,"500",3.20336886171762,"IV"
448,"500",2.70082218499723,"IV"
449,"500",2.24385144096421,"IV"
450,"500",3.56351921932218,"IV"
451,"500",3.57629710201079,"IV"
452,"500",3.62591598133261,"IV"
453,"500",6.04240880217417,"IV"
454,"500",3.23435560265865,"IV"
455,"500",4.24145215114009,"IV"
456,"500",2.64997122262663,"IV"
457,"500",3.91704775307226,"IV"
458,"500",3.88314268863293,"IV"
459,"500",2.64280330433218,"IV"
460,"500",3.11783005727116,"IV"
461,"500",2.83862419641783,"IV"
462,"500",2.50094926378015,"IV"
463,"500",3.03324457093546,"IV"
464,"500",3.32370808288754,"IV"
465,"500",3.69149274986257,"IV"
466,"500",3.65534157981407,"IV"
467,"500",2.96034592231395,"IV"
468,"500",3.23056043254025,"IV"
469,"500",4.1992619161221,"IV"
470,"500",3.44319607505776,"IV"
471,"500",3.46614962165723,"IV"
472,"500",3.51490271943601,"IV"
473,"500",5.38354078611938,"IV"
474,"500",2.69812883188493,"IV"
475,"500",3.33132750084777,"IV"
476,"500",2.63038368649701,"IV"
477,"500",3.78030290262837,"IV"
478,"500",3.10926894433812,"IV"
479,"500",2.72183900941008,"IV"
480,"500",3.46663362499029,"IV"
481,"500",3.99485345510743,"IV"
482,"500",3.80959228440229,"IV"
483,"500",2.70530601222616,"IV"
484,"500",2.79480958627972,"IV"
485,"500",4.86802873911833,"IV"
486,"500",3.47097931990264,"IV"
487,"500",3.86565548568717,"IV"
488,"500",3.31040959194362,"IV"
489,"500",2.92411301064895,"IV"
490,"500",3.59903424065954,"IV"
491,"500",3.28597150692221,"IV"
492,"500",2.82761120248442,"IV"
493,"500",3.12039763989155,"IV"
494,"500",3.0298077606989,"IV"
495,"500",3.17348247569935,"IV"
496,"500",3.11864914779524,"IV"
497,"500",4.0406151789071,"IV"
498,"500",2.94326554397002,"IV"
499,"500",3.62065375977083,"IV"
500,"500",3.78099194303757,"IV"
501,"500",3.69196526199236,"IV"
502,"500",3.08430416089471,"IV"
503,"500",3.54912389904747,"IV"
504,"500",3.89951442880136,"IV"
505,"500",4.01205162787853,"IV"
506,"500",7.27462110951756,"IV"
507,"500",3.43340981198456,"IV"
508,"500",2.95998488601133,"IV"
509,"500",4.64998086030193,"IV"
510,"500",2.9813924558625,"IV"
511,"500",4.31819837394745,"IV"
512,"500",2.78992727775043,"IV"
513,"500",4.10483645686816,"IV"
514,"500",7.03033809771465,"IV"
515,"500",2.42899472780173,"IV"
516,"500",3.76096315667482,"IV"
517,"500",3.03979787482359,"IV"
518,"500",3.04506470913108,"IV"
519,"500",3.29831698861869,"IV"
520,"500",3.82018984569776,"IV"
521,"500",2.78803307957928,"IV"
522,"500",2.30937503295724,"IV"
523,"500",2.91821975341932,"IV"
524,"500",3.4891753150867,"IV"
525,"500",3.70801195778857,"IV"
526,"500",2.60154096224315,"IV"
527,"500",3.12917521579438,"IV"
528,"500",3.21997878647132,"IV"
529,"500",2.78120366072352,"IV"
530,"500",2.61012846016279,"IV"
531,"500",4.50434323871912,"IV"
532,"500",4.68960532494179,"IV"
533,"500",2.90048107941577,"IV"
534,"500",3.08997674581172,"IV"
535,"500",5.34481508716959,"IV"
536,"500",3.42706297204482,"IV"
537,"500",4.19751927089176,"IV"
538,"500",3.33401596186128,"IV"
539,"500",3.51385430848864,"IV"
540,"500",3.78890439112192,"IV"
541,"500",3.80839459591363,"IV"
542,"500",3.44509601671119,"IV"
543,"500",5.0150439861726,"IV"
544,"500",2.90886808012328,"IV"
545,"500",3.3978220195606,"IV"
546,"500",2.99221497362157,"IV"
547,"500",3.47386423064278,"IV"
548,"500",3.73324310695505,"IV"
549,"500",3.74489131486456,"IV"
550,"500",3.63374564419103,"IV"
551,"500",5.08126671410699,"IV"
552,"500",2.87884072636036,"IV"
553,"500",3.13066211895818,"IV"
554,"500",3.08160208323777,"IV"
555,"500",3.67707500636172,"IV"
556,"500",2.54639774980586,"IV"
557,"500",2.75567525297755,"IV"
558,"500",3.41115589691963,"IV"
559,"500",3.7205821408993,"IV"
560,"500",2.65500853373553,"IV"
561,"500",3.58856355892727,"IV"
562,"500",3.26881676249692,"IV"
563,"500",3.06377956827402,"IV"
564,"500",3.15097746585363,"IV"
565,"500",3.03404691282369,"IV"
566,"500",2.97142137123679,"IV"
567,"500",4.27830099639919,"IV"
568,"500",4.2014015155581,"IV"
569,"500",4.20370987568403,"IV"
570,"500",3.23456536577932,"IV"
571,"500",4.29465838961796,"IV"
572,"500",5.0802226091626,"IV"
573,"500",3.24158981295372,"IV"
574,"500",2.52356010985095,"IV"
575,"500",2.71769052332656,"IV"
576,"500",5.21323311430062,"IV"
577,"500",3.12129383501289,"IV"
578,"500",3.07881731869179,"IV"
579,"500",3.20490758519436,"IV"
580,"500",4.57899522842968,"IV"
581,"500",3.30327690810063,"IV"
582,"500",2.40890548787118,"IV"
583,"500",5.25939836245322,"IV"
584,"500",5.35611511081617,"IV"
585,"500",3.81691462575034,"IV"
586,"500",4.3670732018674,"IV"
587,"500",3.35721186446787,"IV"
588,"500",5.65924474257228,"IV"
589,"500",3.87616208753503,"IV"
590,"500",3.9136373675574,"IV"
591,"500",2.65323311783371,"IV"
592,"500",3.26074940060948,"IV"
593,"500",3.2566065736603,"IV"
594,"500",4.5196314082181,"IV"
595,"500",4.32941307596169,"IV"
596,"500",3.49687093172153,"IV"
597,"500",4.28175425131812,"IV"
598,"500",2.31715503763967,"IV"
599,"500",4.07653305261419,"IV"
600,"500",3.14296611612555,"IV"
601,"500",4.07023444779847,"IV"
602,"500",3.78783311125953,"IV"
603,"500",3.90310395550827,"IV"
604,"500",3.75453915838804,"IV"
605,"500",4.8849793378709,"IV"
606,"500",3.84465638332971,"IV"
607,"500",2.94694208132267,"IV"
608,"500",3.27734816764243,"IV"
609,"500",3.24209931499895,"IV"
610,"500",4.04015878164522,"IV"
611,"500",3.49937458591881,"IV"
612,"500",3.87749512227002,"IV"
613,"500",4.07287910042867,"IV"
614,"500",3.21848614873656,"IV"
615,"500",3.60863525896447,"IV"
616,"500",3.04373661057882,"IV"
617,"500",3.19092814592995,"IV"
618,"500",3.44297723528617,"IV"
619,"500",2.95454896876778,"IV"
620,"500",5.67315542114083,"IV"
621,"500",3.43919449630952,"IV"
622,"500",2.99361699269777,"IV"
623,"500",4.23219340972805,"IV"
624,"500",3.62433109246799,"IV"
625,"500",3.20359132716769,"IV"
626,"500",3.62815267116951,"IV"
627,"500",2.99188368290966,"IV"
628,"500",3.76430396023042,"IV"
629,"500",2.98844727222951,"IV"
630,"500",5.8586923269794,"IV"
631,"500",3.12323942095568,"IV"
632,"500",3.16167876207901,"IV"
633,"500",3.25475412062796,"IV"
634,"500",5.36938466519093,"IV"
635,"500",3.16246783028713,"IV"
636,"500",2.8461917710928,"IV"
637,"500",3.37679824323089,"IV"
638,"500",3.54598205004909,"IV"
639,"500",4.27032246655138,"IV"
640,"500",3.73170553361261,"IV"
641,"500",3.5123174891713,"IV"
642,"500",5.02098774272631,"IV"
643,"500",3.71461254530085,"IV"
644,"500",3.21160050975903,"IV"
645,"500",3.63551853820715,"IV"
646,"500",3.76137264636265,"IV"
647,"500",4.6242417190144,"IV"
648,"500",2.50339091625815,"IV"
649,"500",3.08265878529358,"IV"
650,"500",3.17113698172453,"IV"
651,"500",4.42101556343456,"IV"
652,"500",3.4024515366365,"IV"
653,"500",3.07789209549809,"IV"
654,"500",3.75171094140847,"IV"
655,"500",3.78097417131225,"IV"
656,"500",2.87099191797941,"IV"
657,"500",3.39418415205963,"IV"
658,"500",3.52599710598889,"IV"
659,"500",3.68965033607887,"IV"
660,"500",4.21726714465989,"IV"
661,"500",3.10797113938011,"IV"
662,"500",3.53884740190697,"IV"
663,"500",4.18489054329557,"IV"
664,"500",3.01801752994025,"IV"
665,"500",3.2412081652917,"IV"
666,"500",2.7303955048214,"IV"
667,"500",3.2202987280538,"IV"
668,"500",3.98470473349406,"IV"
669,"500",3.42149849621239,"IV"
670,"500",3.34500141839742,"IV"
671,"500",2.79179715175846,"IV"
672,"500",3.72964578856065,"IV"
673,"500",3.82229480632232,"IV"
674,"500",2.37326171181602,"IV"
675,"500",4.08498782631129,"IV"
676,"500",8.42813309206739,"IV"
677,"500",2.60424460282988,"IV"
678,"500",5.17272085002452,"IV"
679,"500",3.78099581653283,"IV"
680,"500",2.42386525935954,"IV"
681,"500",3.3312826739042,"IV"
682,"500",3.95519612326191,"IV"
683,"500",3.10124077937987,"IV"
684,"500",5.5747609685053,"IV"
685,"500",4.05748322606332,"IV"
686,"500",2.85394109554918,"IV"
687,"500",5.38394591652849,"IV"
688,"500",2.92079637460573,"IV"
689,"500",2.71851826252583,"IV"
690,"500",3.92546541309313,"IV"
691,"500",3.25660919339702,"IV"
692,"500",3.33428640898239,"IV"
693,"500",3.1052319217601,"IV"
694,"500",3.08887239259406,"IV"
695,"500",3.12261125969085,"IV"
696,"500",2.9060582766182,"IV"
697,"500",5.29115190172425,"IV"
698,"500",2.63712926279391,"IV"
699,"500",4.8462444830483,"IV"
700,"500",3.25166158990403,"IV"
701,"500",3.23794632921769,"IV"
702,"500",3.36488041402695,"IV"
703,"500",4.36889943818204,"IV"
704,"500",3.59679682320137,"IV"
705,"500",3.03483203067498,"IV"
706,"500",4.33794171895338,"IV"
707,"500",3.40935234312136,"IV"
708,"500",2.9954657194243,"IV"
709,"500",4.25787916885092,"IV"
710,"500",2.95382934252845,"IV"
711,"500",2.98477876243517,"IV"
712,"500",3.1336723520421,"IV"
713,"500",4.44383085762027,"IV"
714,"500",5.23382147471052,"IV"
715,"500",3.85114948452966,"IV"
716,"500",3.37005623839956,"IV"
717,"500",3.70960294949086,"IV"
718,"500",2.86283646387204,"IV"
719,"500",3.37491117837247,"IV"
720,"500",3.10929792055777,"IV"
721,"500",4.2766492880969,"IV"
722,"500",4.03617263482152,"IV"
723,"500",4.08249834937386,"IV"
724,"500",2.45555431009095,"IV"
725,"500",3.55932168549035,"IV"
726,"500",4.16937330632542,"IV"
727,"500",4.28829689460174,"IV"
728,"500",2.90636932317433,"IV"
729,"500",2.87343811809856,"IV"
730,"500",2.87901713450379,"IV"
731,"500",3.73160876915312,"IV"
732,"500",3.18788435787399,"IV"
733,"500",4.41892476163503,"IV"
734,"500",2.98747356195132,"IV"
735,"500",3.14918867614066,"IV"
736,"500",2.89025649572509,"IV"
737,"500",3.90011097452652,"IV"
738,"500",3.20415013999928,"IV"
739,"500",3.07250391167552,"IV"
740,"500",3.10444354084971,"IV"
741,"500",3.36530891444496,"IV"
742,"500",3.46140577808205,"IV"
743,"500",3.08198419271355,"IV"
744,"500",6.62182797845073,"IV"
745,"500",3.25197659424591,"IV"
746,"500",3.21026085722814,"IV"
747,"500",3.74696975256787,"IV"
748,"500",3.55435901335861,"IV"
749,"500",2.62473075791568,"IV"
750,"500",2.88505129590011,"IV"
751,"500",3.45797088700211,"IV"
752,"500",2.89569362694824,"IV"
753,"500",3.98539339485631,"IV"
754,"500",4.55326563291287,"IV"
755,"500",2.68679534754904,"IV"
756,"500",4.8442719092439,"IV"
757,"500",3.33875119456941,"IV"
758,"500",2.66008876547706,"IV"
759,"500",4.31515122559526,"IV"
760,"500",3.287747087424,"IV"
761,"500",4.62289730328463,"IV"
762,"500",4.3159803783115,"IV"
763,"500",2.91775075415212,"IV"
764,"500",2.99370337877076,"IV"
765,"500",2.69712374923424,"IV"
766,"500",2.75164036419878,"IV"
767,"500",3.38459754350829,"IV"
768,"500",3.07887769796898,"IV"
769,"500",3.65923415946255,"IV"
770,"500",3.24075452706503,"IV"
771,"500",3.65116195031347,"IV"
772,"500",3.06494436291861,"IV"
773,"500",3.49584167007653,"IV"
774,"500",2.78430657514666,"IV"
775,"500",3.02896809649078,"IV"
776,"500",3.78324092021006,"IV"
